Title,Total Earnings,Foriegn Earnings,Year,IMDB
Le Week-End,"$2,200,000 ","$2,200,000 ",2014,6.9
Gloria (2014),"$2,100,000 ","$2,100,000 ",2014,6.9
"20,000 Days on Earth","$2,100,000 ","$280,000 ",2014,7.5
Only Lovers Left Alive,"$1,900,000 ","$1,900,000 ",2014,7.5
Tusk,"$1,800,000 ","$1,800,000 ",2014,5.3
Awake: The Life of Yogananda,"$1,500,000 ","$1,500,000 ",2014,7.2
Fed Up,"$1,500,000 ","$1,500,000 ",2014,7.7
Finding Vivian Maier,"$1,500,000 ","$1,500,000 ",2014,7.7
Make Your Move,"$1,500,000 ","$125,000 ",2014,7.7
Bright Days Ahead,"$1,400,000 ","$21,800 ",2014,7.7
Locke,"$1,400,000 ","$1,400,000 ",2014,7.7
Force Majeure,"$1,400,000 ","$1,400,000 ",2014,7.3
Postman Pat: The Movie,"$1,300,000 ","$1,500 ",2014,7.3
Just a Sigh,"$1,300,000 ","$75,500 ",2014,7.3
Jai Ho,"$1,300,000 ","$1,300,000 ",2014,7.6
For a Woman,"$1,200,000 ","$32,300 ",2014,7.6
Singham Returns,"$1,200,000 ","$1,200,000 ",2014,5.7
Why Don't You Play in Hell,"$1,200,000 ","$28,500 ",2014,5.7
The Remaining,"$1,200,000 ","$1,200,000 ",2014,8.8
The Way He Looks,"$1,200,000 ","$101,000 ",2014,7.9
Ilo Ilo,"$1,200,000 ","$56,800 ",2014,7.9
Hector And The Search For Happiness,"$1,100,000 ","$1,100,000 ",2014,7.9
Leviathan (2014),"$1,100,000 ","$1,100,000 ",2014,7.9
The Captive,"$1,100,000 ","$1,100,000 ",2014,-1
Laggies,"$1,100,000 ","$1,100,000 ",2014,6.4
Jackpot,"$1,100,000 ",$800 ,2014,6.4
Lila Lila,"$1,100,000 ", $-   ,2014,6.4
Haider,"$1,000,000 ","$1,000,000 ",2014,8.1
Third Person,"$1,000,000 ","$1,000,000 ",2014,8.1
Borgman,"$1,000,000 ","$57,500 ",2014,8.1
The Disappearance of Eleanor Rigby,"$985,000 ","$588,000 ",2014,8.1
Shaadi Ke Side Effects,"$921,000 ","$921,000 ",2014,5.6
Song of the Sea,"$858,000 ","$858,000 ",2014,8.1
Kochadaiiyaan,"$817,000 ","$817,000 ",2014,6.4
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),"$800,000 ","$3,300 ",2014,6.4
The Zero Theorem,"$771,000 ","$258,000 ",2014,6.4
Palo Alto,"$768,000 ","$768,000 ",2014,6.4
Ek Villain,"$731,000 ","$731,000 ",2014,6.4
Khoobsurat,"$711,000 ","$711,000 ",2014,6.4
Holiday (2014),"$707,000 ","$707,000 ",2014,6.4
Hasee Toh Phasee,"$646,000 ","$646,000 ",2014,6.8
Frank,"$645,000 ","$645,000 ",2014,7
Mary Kom,"$621,000 ","$621,000 ",2014,6.8
The Signal (2014),"$601,000 ","$601,000 ",2014,6.8
Back in Time (Congcong Nanian),"$569,000 ","$569,000 ",2014,6.8
Highway (2014),"$529,000 ","$529,000 ",2014,6.8
Dom Hemingway,"$524,000 ","$524,000 ",2014,6.8
The One I Love,"$513,000 ","$513,000 ",2014,7.1
Archipelago,"$499,000 ","$7,800 ",2014,7.1
A Girl Walks Home Alone at Night,"$492,000 ","$492,000 ",2014,7
The Congress,"$456,000 ","$138,000 ",2014,7
In Secret,"$444,000 ","$444,000 ",2014,-1
Bjork - Biophilia Live,"$434,000 ","$128,000 ",2014,-1
But Always (Yi Sheng Yi Shi),"$431,000 ","$431,000 ",2014,-1
Beijing Love Story,"$428,000 ","$428,000 ",2014,5.8
Goodbye to Language,"$390,000 ","$390,000 ",2014,5.9
Humpty Sharma Ki Dulhania,"$380,000 ","$380,000 ",2014,6
Women Who Flirt (Sajiao Nvren),"$375,000 ","$375,000 ",2014,6
Joe (2014),"$373,000 ","$373,000 ",2014,6
Omar,"$356,000 ","$356,000 ",2014,6
The Face of Love,"$350,000 ","$350,000 ",2014,6
Jimi: All Is By My Side,"$341,000 ","$341,000 ",2014,6
I Origins,"$336,000 ","$336,000 ",2014,7.4
The Last Sentence,"$328,000 ","$62,500 ",2014,-1
On My Way,"$317,000 ","$317,000 ",2014,-1
Happy Ending,"$314,000 ","$314,000 ",2014,5.4
I Am Eleven,"$310,000 ","$310,000 ",2014,5.4
7 Boxes,"$305,000 ","$38,100 ",2014,5.4
The Dance of Reality,"$294,000 ","$294,000 ",2014,5.4
Elsa & Fred (2014),"$286,000 ","$286,000 ",2014,5.4
Main Tera Hero,"$275,000 ","$275,000 ",2014,5.2
Night Moves,"$272,000 ","$272,000 ",2014,5.2
Love on the Cloud (Wei Ai),"$272,000 ","$272,000 ",2014,5.2
Life of Crime,"$265,000 ","$265,000 ",2014,5.2
The Green Prince,"$258,000 ","$258,000 ",2014,7.2
Action Jackson (2014),"$257,000 ","$257,000 ",2014,7.2
The Blue Room,"$255,000 ","$255,000 ",2014,6.3
Tazza: The Hidden Card,"$252,000 ","$252,000 ",2014,6.8
James Cameron's Deepsea Challenge 3D,"$236,000 ","$236,000 ",2014,6.8
Gabrielle (2014),"$228,000 ","$5,500 ",2014,6.8
The Breakup Guru,"$209,000 ","$209,000 ",2014,4.3
Bethlehem,"$202,000 ","$202,000 ",2014,4.3
The Double (2014),"$200,000 ","$200,000 ",2014,4.3
Listen Up Philip,"$200,000 ","$200,000 ",2014,6.3
We Are The Best!,"$181,000 ","$181,000 ",2014,6.3
That Demon Within,"$172,000 ","$172,000 ",2014,6
God's Pocket,"$170,000 ","$170,000 ",2014,6.1
Unrelated,"$159,000 ","$4,500 ",2014,-1
The Polar Express (2014 re-issue),"$139,000 ","$139,000 ",2014,-1
May in the Summer,"$134,000 ","$22,000 ",2014,-1
The Jewish Cardinal,"$134,000 ","$134,000 ",2014,-1
Zero Motivation,"$116,000 ","$116,000 ",2014,7.3
Life's a Breeze,"$103,000 ","$3,500 ",2014,7.3
The Golden Era,"$103,000 ","$103,000 ",2014,6.4
God Help the Girl,"$103,000 ","$103,000 ",2014,6.4
The Best Offer,"$100,000 ","$100,000 ",2014,6.4
Child's Pose,"$97,200 ","$97,200 ",2014,6.4
Cuban Fury,"$92,400 ","$92,400 ",2014,6.2
Girl on a Bicycle,"$91,400 ","$91,400 ",2014,6.2
Breathe In,"$89,700 ","$89,700 ",2014,-1
Life After Beth,"$88,300 ","$88,300 ",2014,5.6
Advanced Style,"$87,900 ","$87,900 ",2014,7.3
Better Living Through Chemistry,"$75,100 ","$75,100 ",2014,6.3
For No Good Reason,"$67,400 ","$67,400 ",2014,6.3
The Notebook (2014),"$66,600 ","$66,600 ",2014,6.3
Heropanti,"$63,600 ","$63,600 ",2014,5.3
No Tears for the Dead,"$63,100 ","$63,100 ",2014,6.8
Young and Beautiful,"$61,100 ","$61,100 ",2014,6.8
Siddharth,"$60,500 ","$60,500 ",2014,6.8
Walk of Shame,"$59,200 ","$59,200 ",2014,6
The Conformist (2014 re-release),"$58,700 ","$58,700 ",2014,6
Rudderless,"$58,300 ","$58,300 ",2014,7.5
The Rocket (2014),"$56,800 ","$56,800 ",2014,7.5
In Bloom,"$56,100 ","$56,100 ",2014,7.5
Starred Up,"$54,900 ","$54,900 ",2014,7.5
Half of a Yellow Sun,"$54,500 ","$54,500 ",2014,7.5
Hateship Loveship,"$54,000 ","$54,000 ",2014,7.5
"1,000 Times Good Night","$53,900 ","$53,900 ",2014,7.5
The Missing Picture,"$52,200 ","$52,200 ",2014,7.5
Decoding Annie Parker,"$48,400 ","$48,400 ",2014,7.5
Alphaville (2013 re-release),"$47,700 ","$47,700 ",2014,7.5
Return to The Hiding Place,"$45,400 ","$45,400 ",2014,7.5
Policeman,"$38,300 ","$11,300 ",2014,7.5
White Bird in a Blizzard,"$33,800 ","$33,800 ",2014,6.4
The Hero of Color City,"$32,200 ","$32,200 ",2014,3.9
Bird People,"$32,100 ","$32,100 ",2014,6
Closed Curtain,"$28,100 ","$28,100 ",2014,6
Lilting,"$27,100 ","$27,100 ",2014,7.2
Adult World,"$25,400 ","$25,400 ",2014,7.2
A Tale of Winter (Conte d'hiver),"$23,300 ","$23,300 ",2014,7.2
The Decent One,"$21,300 ","$21,300 ",2014,7.2
Guardian Angel,"$19,500 ","$19,500 ",2014,7.7
Tasting Menu,"$18,700 ","$18,700 ",2014,7.7
Two Night Stand,"$18,600 ","$18,600 ",2014,6.4
Burning Bush,"$16,700 ","$16,700 ",2014,6.4
Horses of God,"$14,800 ","$14,800 ",2014,6.4
13 Sins,"$13,800 ","$13,800 ",2014,6.3
Camp X-Ray,"$13,300 ","$13,300 ",2014,6.9
Special ID,"$12,700 ","$12,700 ",2014,6.9
Wolves,"$12,100 ","$12,100 ",2014,5.3
Falcon Rising,"$11,800 ","$11,800 ",2014,5.8
You're Not You,"$11,500 ","$11,500 ",2014,7.4
The Amazing Catfish,"$11,300 ","$11,300 ",2014,7.4
Stray Dogs,"$10,400 ","$10,400 ",2014,8.8
Canopy,"$8,500 ","$8,500 ",2014,6.3
Love is in the Air,"$8,400 ","$8,400 ",2014,6.3
Empty Hours,"$8,200 ","$8,200 ",2014,6.3
Rigor Mortis,"$7,900 ","$7,900 ",2014,-1
The Little Bedroom,"$7,400 ","$7,400 ",2014,-1
Plot for Peace,"$7,100 ","$7,100 ",2014,-1
Very Good Girls,"$6,900 ","$6,900 ",2014,-1
Pioneer,"$6,900 ","$6,900 ",2014,-1
Life of a King,"$6,500 ","$6,500 ",2014,-1
The Strange Little Cat,"$5,900 ","$5,900 ",2014,-1
"2 Autumns, 3 Winters","$5,800 ","$5,800 ",2014,-1
The Devil's Hand,"$5,700 ","$5,700 ",2014,4.9
Anna,"$4,300 ","$4,300 ",2014,4.9
Open Windows,"$1,800 ","$1,800 ",2014,5.2
Mr. Pip,"$1,700 ","$1,700 ",2014,5.2
Star Wars: The Force Awakens,"$2,068,200,000 ","$936,700,000 ",2015,3.7
Jurassic World,"$1,671,700,000 ","$652,300,000 ",2015,7
Furious 7,"$1,516,000,000 ","$353,000,000 ",2015,7.2
Avengers: Age of Ultron,"$1,405,400,000 ","$459,000,000 ",2015,7.3
Minions,"$1,159,400,000 ","$336,000,000 ",2015,6.4
Spectre,"$880,700,000 ","$200,100,000 ",2015,-1
Inside Out,"$857,600,000 ","$356,500,000 ",2015,8.2
Mission: Impossible - Rogue Nation,"$682,700,000 ","$195,000,000 ",2015,7.4
The Hunger Games: Mockingjay - Part 2,"$653,400,000 ","$281,700,000 ",2015,6.5
The Martian,"$630,200,000 ","$228,400,000 ",2015,8
Fifty Shades of Grey,"$571,000,000 ","$166,200,000 ",2015,4.1
Cinderella (2015),"$543,500,000 ","$201,200,000 ",2015,4.1
The Revenant,"$533,000,000 ","$183,600,000 ",2015,8
Ant-Man,"$519,300,000 ","$180,200,000 ",2015,7.3
Hotel Transylvania 2,"$474,800,000 ","$169,700,000 ",2015,6.7
San Andreas,"$474,000,000 ","$155,200,000 ",2015,6
Terminator: Genisys,"$440,600,000 ","$89,800,000 ",2015,6
Kingsman: The Secret Service,"$414,400,000 ","$128,300,000 ",2015,6
Home (2015),"$386,000,000 ","$177,400,000 ",2015,6
Mad Max: Fury Road,"$378,400,000 ","$153,600,000 ",2015,8.1
The Good Dinosaur,"$332,200,000 ","$123,100,000 ",2015,6.7
Taken 3,"$326,500,000 ","$89,300,000 ",2015,6.7
The SpongeBob Movie: Sponge Out of Water,"$325,200,000 ","$163,000,000 ",2015,6
Maze Runner: The Scorch Trials,"$312,300,000 ","$81,700,000 ",2015,6.3
The Divergent Series: Insurgent,"$297,300,000 ","$130,200,000 ",2015,6.3
Pitch Perfect 2,"$287,500,000 ","$184,300,000 ",2015,6.4
Paddington,"$268,000,000 ","$76,300,000 ",2015,6.4
Mojin: The Lost Legend,"$259,400,000 ","$1,200,000 ",2015,6.4
Lost in Hong Kong,"$256,300,000 ","$1,300,000 ",2015,5.4
The Peanuts Movie,"$246,200,000 ","$130,200,000 ",2015,7.1
Pixels,"$244,900,000 ","$78,700,000 ",2015,5.6
Daddy's Home,"$242,800,000 ","$150,400,000 ",2015,6.2
Spy,"$235,700,000 ","$110,800,000 ",2015,7
Alvin and the Chipmunks: The Road Chip,"$234,800,000 ","$85,900,000 ",2015,5
Goodbye Mr. Loser,"$228,100,000 ","$1,300,000 ",2015,6.7
Ted 2,"$216,700,000 ","$81,500,000 ",2015,6.3
Tomorrowland,"$209,200,000 ","$93,400,000 ",2015,6.4
Everest (2015),"$203,400,000 ","$43,500,000 ",2015,6.4
Straight Outta Compton,"$201,600,000 ","$161,200,000 ",2015,7.9
The Intern,"$194,600,000 ","$75,800,000 ",2015,7.1
Jupiter Ascending,"$184,000,000 ","$47,400,000 ",2015,5.3
Creed,"$173,600,000 ","$109,800,000 ",2015,7.6
Fantastic Four,"$168,000,000 ","$56,100,000 ",2015,4.3
Bridge of Spies,"$165,500,000 ","$72,300,000 ",2015,7.6
Focus (2015),"$159,100,000 ","$53,900,000 ",2015,7.6
Goosebumps,"$158,300,000 ","$80,100,000 ",2015,6.3
The Hateful Eight,"$155,800,000 ","$54,100,000 ",2015,7.8
The Last Witch Hunter,"$146,900,000 ","$27,400,000 ",2015,6
The Taking of Tiger Mountain,"$141,700,000 ","$229,000 ",2015,6
Trainwreck,"$140,800,000 ","$110,200,000 ",2015,6.2
Mr. Six,"$139,200,000 ","$1,400,000 ",2015,7.1
Point Break (2015),"$133,700,000 ","$28,800,000 ",2015,7.1
The Big Short,"$133,400,000 ","$70,300,000 ",2015,7.8
Pan,"$128,400,000 ","$35,100,000 ",2015,5.7
Wolf Totem,"$125,800,000 ","$211,000 ",2015,6.7
Magic Mike XXL,"$122,500,000 ","$66,000,000 ",2015,5.6
Dragon Blade,"$121,500,000 ","$74,100 ",2015,6
Seventh Son,"$114,200,000 ","$17,200,000 ",2015,6
Insidious Chapter 3,"$113,000,000 ","$52,200,000 ",2015,6
Get Hard,"$111,800,000 ","$90,400,000 ",2015,6
The Man From U.N.C.L.E.,"$109,800,000 ","$45,400,000 ",2015,6
Paul Blart: Mall Cop 2,"$107,600,000 ","$71,000,000 ",2015,4.4
Shaun the Sheep Movie,"$106,200,000 ","$19,400,000 ",2015,7.3
Sisters,"$105,000,000 ","$87,000,000 ",2015,6
Vacation,"$104,900,000 ","$58,900,000 ",2015,6.1
Chappie,"$102,100,000 ","$31,600,000 ",2015,6.8
Joy,"$101,100,000 ","$56,500,000 ",2015,6.6
Black Mass,"$99,800,000 ","$62,600,000 ",2015,6.9
Devil and Angel (E Gun Tian Shi),"$98,600,000 ","$131,000 ",2015,6.9
The Visit,"$98,500,000 ","$65,200,000 ",2015,9.3
Spotlight,"$98,300,000 ","$45,100,000 ",2015,8.1
Poltergeist (2015),"$95,400,000 ","$47,400,000 ",2015,8.1
In the Heart of the Sea,"$93,900,000 ","$25,000,000 ",2015,6.9
Southpaw,"$92,000,000 ","$52,400,000 ",2015,7.4
The Second Best Exotic Marigold Hotel,"$86,000,000 ","$33,100,000 ",2015,6.5
Paper Towns,"$85,500,000 ","$32,000,000 ",2015,6.3
Sicario,"$84,900,000 ","$46,900,000 ",2015,7.6
Hitman: Agent 47,"$82,300,000 ","$22,500,000 ",2015,5.7
The Wedding Ringer,"$79,800,000 ","$64,500,000 ",2015,6.6
Paranormal Activity: The Ghost Dimension,"$78,900,000 ","$18,300,000 ",2015,4.6
Crimson Peak,"$74,700,000 ","$31,100,000 ",2015,6.5
The Transporter Refueled,"$72,600,000 ","$16,000,000 ",2015,5.2
Run All Night,"$71,700,000 ","$26,500,000 ",2015,6.6
War Room,"$67,800,000 ","$67,800,000 ",2015,6.4
The Age of Adaline,"$65,700,000 ","$42,600,000 ",2015,7.2
The Danish Girl,"$64,200,000 ","$11,100,000 ",2015,7.1
Unfriended,"$64,100,000 ","$32,500,000 ",2015,6.6
The Longest Ride,"$62,900,000 ","$37,400,000 ",2015,7.1
Brooklyn,"$62,100,000 ","$38,300,000 ",2015,7.5
Dragon Ball Z: Resurrection 'F',"$61,800,000 ","$8,000,000 ",2015,7.3
Woman in Gold,"$61,600,000 ","$33,300,000 ",2015,7.3
Krampus,"$61,500,000 ","$42,700,000 ",2015,3.4
The Walk,"$61,200,000 ","$10,100,000 ",2015,6.8
The Perfect Guy,"$60,300,000 ","$57,000,000 ",2015,-1
The Gift (2015),"$59,000,000 ","$43,800,000 ",2015,-1
No Escape,"$54,400,000 ","$27,300,000 ",2015,9
Sinister 2,"$52,900,000 ","$27,700,000 ",2015,5.3
Prem Ratan Dhan Payo,"$52,600,000 ","$4,400,000 ",2015,4.6
The Boy Next Door,"$52,400,000 ","$35,400,000 ",2015,4.7
The Night Before,"$52,400,000 ","$43,000,000 ",2015,-1
Hot Pursuit,"$51,700,000 ","$34,600,000 ",2015,5.1
The 100-Year Old Man Who Climbed Out the Window and Disappeared,"$51,100,000 ","$944,000 ",2015,5.1
The Himalayas,"$50,500,000 ","$697,000 ",2015,6.4
Surprise - Journey To The West,"$49,600,000 ", $-   ,2015,6.4
Entourage,"$49,300,000 ","$32,400,000 ",2015,6.6
The Woman in Black 2: Angel of Death,"$48,900,000 ","$26,500,000 ",2015,6.6
Concussion (2015),"$48,600,000 ","$34,500,000 ",2015,6.6
Mortdecai,"$47,300,000 ","$7,700,000 ",2015,5.5
Coming Home (2015),"$46,800,000 ","$378,000 ",2015,5.5
"McFarland, USA","$45,700,000 ","$44,500,000 ",2015,7.4
Max (2015),"$44,000,000 ","$42,700,000 ",2015,7.4
Still Alice,"$43,900,000 ","$18,800,000 ",2015,7.4
The DUFF,"$43,500,000 ","$34,000,000 ",2015,7.4
Legend,"$43,000,000 ","$1,900,000 ",2015,6.9
The Gallows,"$43,000,000 ","$22,800,000 ",2015,4.2
Love the Coopers,"$42,400,000 ","$26,300,000 ",2015,5.8
The Lady in the Van,"$41,400,000 ","$10,000,000 ",2015,6.7
Ricki and the Flash,"$41,300,000 ","$26,800,000 ",2015,5.9
Carol,"$40,300,000 ","$12,700,000 ",2015,7.2
The Lazarus Effect,"$38,400,000 ","$25,800,000 ",2015,5.2
The Water Diviner,"$38,200,000 ","$4,200,000 ",2015,5.2
A Walk in the Woods,"$37,500,000 ","$29,500,000 ",2015,6.3
Ex Machina,"$36,900,000 ","$25,400,000 ",2015,6.3
Burnt,"$36,600,000 ","$13,700,000 ",2015,-1
Room,"$35,400,000 ","$14,700,000 ",2015,8.2
The Secret in their Eyes (2015),"$34,900,000 ","$20,200,000 ",2015,8.2
Steve Jobs,"$34,400,000 ","$17,800,000 ",2015,7.2
Victor Frankenstein,"$34,200,000 ","$5,800,000 ",2015,6
Project Almanac,"$33,200,000 ","$22,300,000 ",2015,6.4
Self/Less,"$30,500,000 ","$12,300,000 ",2015,6.4
Far from the Madding Crowd,"$30,200,000 ","$12,200,000 ",2015,7.1
Mr. Holmes,"$29,400,000 ","$17,700,000 ",2015,6.9
Love & Mercy,"$28,600,000 ","$12,600,000 ",2015,6.9
Irrational Man,"$27,400,000 ","$4,000,000 ",2015,6.6
American Ultra,"$27,100,000 ","$14,400,000 ",2015,6.1
Wild Tales,"$27,000,000 ","$3,100,000 ",2015,6.1
Aloha,"$26,300,000 ","$21,100,000 ",2015,-1
"Love, Rosie","$25,600,000 ","$20,400 ",2015,-1
The 33,"$24,900,000 ","$12,200,000 ",2015,6.9
Capture the Flag,"$24,600,000 ","$6,700 ",2015,5.9
The Gunman,"$24,200,000 ","$10,700,000 ",2015,5.8
Go Away Mr. Tumor,"$21,800,000 ","$287,000 ",2015,5.8
Black or White,"$21,600,000 ","$21,600,000 ",2015,5.8
Blackhat,"$19,700,000 ","$8,000,000 ",2015,5.4
Dope,"$18,000,000 ","$17,500,000 ",2015,7.2
Brothers: Blood Against Blood,"$17,900,000 ","$614,000 ",2015,7.2
While We're Young,"$17,300,000 ","$7,600,000 ",2015,7.2
Monkey Kingdom,"$17,100,000 ","$16,400,000 ",2015,7.3
Macbeth (2015),"$16,300,000 ","$1,100,000 ",2015,7.3
Scouts Guide to the Zombie Apocalypse,"$16,100,000 ","$3,700,000 ",2015,6.3
Suffragette,"$16,000,000 ","$4,700,000 ",2015,6.9
It Follows,"$14,700,000 ","$14,700,000 ",2015,6.9
Unfinished Business,"$14,400,000 ","$10,200,000 ",2015,-1
Do You Believe?,"$14,400,000 ","$13,000,000 ",2015,6
Woodlawn,"$14,400,000 ","$14,400,000 ",2015,6.5
Strange Magic,"$13,600,000 ","$12,400,000 ",2015,5.8
Hot Tub Time Machine 2,"$13,100,000 ","$12,300,000 ",2015,5.1
Child 44,"$13,000,000 ","$1,200,000 ",2015,6.5
We Are Your Friends,"$11,100,000 ","$3,600,000 ",2015,6.2
Danny Collins,"$10,800,000 ","$5,600,000 ",2015,7
Kung Fu Killer,"$10,100,000 ","$130,000 ",2015,7
A Little Chaos,"$10,100,000 ","$558,000 ",2015,7
The Loft,"$10,100,000 ","$6,000,000 ",2015,7
The Young & Prodigious T.S. Spivet,"$9,500,000 ","$174,000 ",2015,7
Shanghai,"$9,200,000 ","$46,400 ",2015,7
Un Gallo con Muchos Huevos,"$9,100,000 ","$9,100,000 ",2015,7
Me and Earl and the Dying Girl,"$9,100,000 ","$6,800,000 ",2015,7.7
Amy,"$8,400,000 ","$8,400,000 ",2015,7.8
Shaandaar,"$8,300,000 ","$522,000 ",2015,3.6
Trumbo (2015),"$8,200,000 ","$7,900,000 ",2015,3.6
Bajrangi Bhaijaan,"$8,200,000 ","$8,200,000 ",2015,8
I'll See You In My Dreams,"$7,400,000 ","$7,400,000 ",2015,8
The Green Inferno,"$7,200,000 ","$7,200,000 ",2015,8
Grandma (2015),"$7,100,000 ","$7,000,000 ",2015,8
Our Brand Is Crisis (2015),"$7,000,000 ","$7,000,000 ",2015,8
Baahubali: The Beginning,"$6,700,000 ","$6,700,000 ",2015,8
Bajirao Mastani,"$6,600,000 ","$6,600,000 ",2015,7.2
Little Boy,"$6,500,000 ","$6,500,000 ",2015,7.4
What We Do in the Shadows,"$6,300,000 ","$3,500,000 ",2015,7.4
Anomalisa,"$5,700,000 ","$3,800,000 ",2015,7.3
Pawn Sacrifice,"$5,600,000 ","$2,400,000 ",2015,7.3
Serena,"$5,100,000 ","$176,000 ",2015,7.3
Mr. X,"$5,100,000 ","$45,000 ",2015,3.7
Dilwale,"$4,900,000 ","$4,900,000 ",2015,5.2
Back to the Future Day,"$4,900,000 ","$1,700,000 ",2015,5.2
Trash,"$4,800,000 ","$17,500 ",2015,5.2
True Story,"$4,700,000 ","$4,700,000 ",2015,6.6
"Buen Dia, Ramon","$4,600,000 ","$154,000 ",2015,6.6
Hamari Adhuri Kahani,"$4,400,000 ","$235,000 ",2015,6.7
45 Years,"$4,200,000 ","$4,200,000 ",2015,7
Escobar: Paradise Lost,"$3,800,000 ","$196,000 ",2015,7
Spare Parts,"$3,600,000 ","$3,600,000 ",2015,7.3
Learning to Drive,"$3,400,000 ","$3,400,000 ",2015,7.3
By the Sea,"$3,300,000 ","$538,000 ",2015,5.3
Sleeping with Other People,"$3,200,000 ","$819,000 ",2015,6.5
Phoenix (2015),"$3,200,000 ","$3,200,000 ",2015,6.5
Jimmy's Hall,"$3,200,000 ","$561,000 ",2015,6.5
Dil Dhadakne Do,"$3,100,000 ","$3,100,000 ",2015,6.8
Ladrones,"$3,100,000 ","$3,100,000 ",2015,5
Remember (Canada Release),"$3,100,000 ","$547,000 ",2015,5
Tanu Weds Manu Returns,"$3,000,000 ","$3,000,000 ",2015,7.7
Rock The Kasbah,"$3,000,000 ","$3,000,000 ",2015,7.7
The End of the Tour,"$3,000,000 ","$3,000,000 ",2015,7.3
Captive (2015),"$2,800,000 ","$2,600,000 ",2015,7.3
He Named Me Malala,"$2,800,000 ","$2,700,000 ",2015,6.9
Youth,"$2,700,000 ","$2,700,000 ",2015,7.3
Chi-Raq,"$2,700,000 ","$2,700,000 ",2015,5.7
Truth,"$2,500,000 ","$2,500,000 ",2015,6.8
Mistress America,"$2,500,000 ","$2,500,000 ",2015,6.7
Jem and the Holograms,"$2,300,000 ","$2,200,000 ",2015,4.1
Beloved Sisters,"$2,200,000 ","$54,000 ",2015,4.1
The Riot Club,"$2,100,000 ","$7,700 ",2015,4.1
Tamasha,"$2,100,000 ","$2,100,000 ",2015,7.2
Cake,"$2,000,000 ","$2,000,000 ",2015,7.2
Assassination (2015),"$1,900,000 ","$1,900,000 ",2015,7.2
Clouds of Sils Maria,"$1,900,000 ","$1,900,000 ",2015,7.2
Testament of Youth,"$1,800,000 ","$1,800,000 ",2015,7.2
Piku,"$1,800,000 ","$1,800,000 ",2015,7.6
The Vatican Tapes,"$1,800,000 ","$1,800,000 ",2015,5
Son of Saul,"$1,800,000 ","$1,800,000 ",2015,7.5
Janis: Little Girl Blue,"$1,600,000 ","$410,000 ",2015,7.4
'71,"$1,600,000 ","$1,300,000 ",2015,7.4
The Diary of a Teenage Girl,"$1,500,000 ","$1,500,000 ",2015,6.9
I (2015),"$1,400,000 ","$1,400,000 ",2015,6.9
Infinitely Polar Bear,"$1,400,000 ","$1,400,000 ",2015,6.9
99 Homes,"$1,400,000 ","$1,400,000 ",2015,6.9
Welcome Back,"$1,400,000 ","$1,400,000 ",2015,4.2
The Salt of the Earth,"$1,300,000 ","$1,300,000 ",2015,7.3
Maps to the Stars,"$1,300,000 ","$351,000 ",2015,7.3
Iris (2015),"$1,300,000 ","$1,300,000 ",2015,7.3
The Wolfpack,"$1,300,000 ","$1,300,000 ",2015,7
Veteran,"$1,200,000 ","$1,200,000 ",2015,7
Goodnight Mommy,"$1,200,000 ","$1,200,000 ",2015,7
Black Sea,"$1,200,000 ","$1,200,000 ",2015,7
Miss You Already,"$1,200,000 ","$1,200,000 ",2015,6.8
Where Hope Grows,"$1,200,000 ","$1,200,000 ",2015,6.8
Cartel Land,"$1,100,000 ","$704,000 ",2015,7.4
Timbuktu,"$1,100,000 ","$1,100,000 ",2015,7.4
Dior and I,"$1,000,000 ","$1,000,000 ",2015,7.4
5 Flights Up,"$1,000,000 ","$1,000,000 ",2015,7.4
Big Stone Gap,"$1,000,000 ","$1,000,000 ",2015,7.4
Gett: The Trial of Viviane Amsalem,"$988,000 ","$988,000 ",2015,7.4
Boruto: Naruto the Movie,"$920,000 ","$920,000 ",2015,8
Singh is Bling,"$919,000 ","$919,000 ",2015,8
ABCD (Any Body Can Dance) 2,"$892,000 ","$892,000 ",2015,8
Mustang,"$845,000 ","$845,000 ",2015,7.6
Labyrinth of Lies,"$794,000 ","$794,000 ",2015,7.6
The D Train,"$775,000 ","$673,000 ",2015,5
Seymour: An Introduction,"$744,000 ","$744,000 ",2015,5
Tangerine,"$702,000 ","$702,000 ",2015,7.1
Red Army,"$695,000 ","$695,000 ",2015,7.1
The Stanford Prison Experiment,"$661,000 ","$661,000 ",2015,6.9
The Assassin,"$633,000 ","$633,000 ",2015,6.3
"Kumiko, The Treasure Hunter","$623,000 ","$623,000 ",2015,6.3
Welcome to Me,"$609,000 ","$609,000 ",2015,6.3
Black Panthers: Vanguard of the Revolution,"$584,000 ","$517,000 ",2015,6.3
Detective Byomkesh Bakshy,"$579,000 ","$579,000 ",2015,6.3
Freeheld,"$573,000 ","$573,000 ",2015,6.6
When Marnie Was There,"$561,000 ","$561,000 ",2015,6.6
Gabbar is Back,"$535,000 ","$535,000 ",2015,7.1
The Last - Naruto the Movie,"$524,000 ","$524,000 ",2015,7.1
Peggy Guggenheim Art Addict,"$498,000 ","$498,000 ",2015,7.1
Phantom (2015),"$490,000 ","$490,000 ",2015,7.1
Somewhere Only We Know,"$482,000 ","$482,000 ",2015,5.4
